"Accession_ID","Mg_blues","chr5_21392702","chr5_21405867","chr5_282011","Latitude","Longitude","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","awc","bulk_density","CaCO3","CEC","clay","CN","coarse_fragments","K","N","P","ph","sand","silt","srad_mean","ai","GRIDCODE","CLASSLIMIT"
428,4840.90736512682,"0","1","0",49.403,16.232,7.34583330154419,8.35833358764648,30.2838172912598,733.653564453125,22.6000003814697,-5,27.6000003814697,16.2999992370605,-0.366666674613953,16.2999992370605,-1.68333339691162,560,84,26,42.5482940673828,226,82,226,85,0.0924156010150909,1.3678947687149,5.69974374771118,10.9767713546753,15.613712310791,10.5930194854736,11.8168039321899,112.260025024414,1.64219343662262,32.008674621582,5.58168601989746,50.209114074707,34.1771697998047,10929.4169921875,0.660099983215332,47,"86.5 - 93.1 mg/kg"
430,4348.43226778474,"0","0","1",47,15.5,9.04166698455811,9.73333358764648,32.0175437927246,778.532531738281,24.7999992370605,-5.59999990463257,30.3999996185303,18.4166660308838,-0.76666659116745,18.4166660308838,-0.76666659116745,841,122,25,47.6746673583984,355,97,355,97,0.095919132232666,1.2835955619812,9.01262092590332,12.8858766555786,17.7629528045654,9.77698707580566,13.6844635009766,255.162750244141,1.6289781332016,37.0959587097168,6.92973756790161,42.3321151733398,39.9049301147461,11590.5,0.949400007724762,51,"116 - 125 mg/kg"
630,4279.40101105758,"0","0","1",40.7777,-72.9069,11.1458330154419,9.00833320617676,27.8895778656006,860.685424804688,27.6000003814697,-4.69999980926514,32.2999992370605,3.03333353996277,19.1333332061768,21.716667175293,0.550000071525574,1065,102,73,11.0517997741699,289,236,247,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13727.8330078125,0.872099995613098,NA,""
763,4205.25545910277,"0","0","1",42.3,74.3667,-2.99583339691162,13.6750001907349,29.7282619476318,1198.78247070312,19.8999996185303,-26.1000003814697,46,8.01666641235352,-18.3333339691162,10.1166667938232,-18.3333339691162,451,72,16,48.3171539306641,193,56,153,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14876.75,0.448000013828278,NA,""
766,5465.65401726917,"0",".","1",42.5833,73.6333,-4.28333330154419,13.5166664123535,32.6489524841309,1032.25769042969,16.8999996185303,-24.5,41.4000015258789,0.5333331823349,-16.966667175293,7.34999990463257,-16.966667175293,639,93,25,40.8726043701172,253,87,197,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14493.8330078125,0.649600028991699,NA,""
768,4613.82387577273,"0",".",".",42.8,76.35,0.716666698455811,10.3999996185303,29.0502777099609,962.58251953125,18.7000007629395,-17.1000003814697,35.8000030517578,9.69999980926514,-11.5,11.716667175293,-11.5,356,60,7,65.9445648193359,173,25,165,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14747.5830078125,0.353399991989136,NA,""
772,5299.3169020413,"0","0","1",37.35,72.4667,1.625,12.5,31.0945262908936,1026.58190917969,22.1000003814697,-18.1000003814697,40.2000007629395,-0.0166666507720947,13.4000005722046,13.6166667938232,-11.1666669845581,155,27,2,58.0099868774414,74,14,21,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15208.6669921875,0.132499992847443,NA,""
801,5235.35864504923,"0","0","1",37.9169,-84.4639,12.5583333969116,11.8833332061768,33.6638336181641,882.346618652344,30.1000003814697,-5.19999980926514,35.2999992370605,21.1000003814697,13.6333332061768,23.1833324432373,1.33333337306976,1169,120,70,15.9864549636841,345,248,322,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14092.75,0.916299998760223,NA,""
870,5134.34448918769,"0","0","1",41.8266,-86.4366,9.58333301544189,10.0666666030884,27.5799083709717,974.041076660156,28,-8.5,36.5,21.2666664123535,-1.41666674613953,21.2666664123535,-2.86666679382324,985,100,46,20.1105403900146,286,174,286,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13051.25,0.873000025749207,NA,""
915,5694.1474799279,"0","0","1",41.8972,-71.4378,9.70833301544189,11.3499994277954,31.3535900115967,910.179382324219,27.8999996185303,-8.30000019073486,36.2000007629395,1.13333332538605,18.1333332061768,20.7666664123535,-1.64999997615814,1206,118,86,8.8769416809082,331,272,280,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13269.5830078125,1.04439997673035,NA,""
932,5550.32846168287,"0","0","1",42.3634,-71.1445,10.2083330154419,11.3666667938232,30.5555553436279,934.195861816406,29.2000007629395,-8,37.2000007629395,1.20000004768372,19.1333332061768,21.6666660308838,-1.44999992847443,1140,106,86,7.12055730819702,308,263,268,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12965.3330078125,0.916000008583069,NA,""
991,5370.42032745499,"0","0","0",55.3833,14.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
992,5148.49360075432,"0","0","0",55.3833,14.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
997,5990.77760330278,"0","0","1",55.3833,14.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1002,4522.99778925967,"0","0","1",55.3833,14.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1061,4817.26328014478,"1","0","1",55.7167,14.1333,7.57916688919067,6.85833311080933,29.1843967437744,620.701416015625,21.1000003814697,-2.40000009536743,23.5,8.30000019073486,2.53333330154419,15.5666666030884,0.466666638851166,679,70,39,18.8856353759766,206,132,171,167,0.0725464448332787,1.44589996337891,8.96608638763428,11.8902826309204,10.5954008102417,10.9064235687256,8.46881103515625,117.429801940918,1.61337089538574,50.6603050231934,6.24839019775391,66.5172119140625,22.8873901367188,9923.8330078125,0.930299997329712,40,"51.9 - 55.8 mg/kg"
1062,5363.20720722858,"1",".",".",55.7167,14.1333,7.57916688919067,6.85833311080933,29.1843967437744,620.701416015625,21.1000003814697,-2.40000009536743,23.5,8.30000019073486,2.53333330154419,15.5666666030884,0.466666638851166,679,70,39,18.8856353759766,206,132,171,167,0.0725464448332787,1.44589996337891,8.96608638763428,11.8902826309204,10.5954008102417,10.9064235687256,8.46881103515625,117.429801940918,1.61337089538574,50.6603050231934,6.24839019775391,66.5172119140625,22.8873901367188,9923.8330078125,0.930299997329712,40,"51.9 - 55.8 mg/kg"
1063,5731.58937209117,"0","0","1",55.7167,14.1333,7.57916688919067,6.85833311080933,29.1843967437744,620.701416015625,21.1000003814697,-2.40000009536743,23.5,8.30000019073486,2.53333330154419,15.5666666030884,0.466666638851166,679,70,39,18.8856353759766,206,132,171,167,0.0725464448332787,1.44589996337891,8.96608638763428,11.8902826309204,10.5954008102417,10.9064235687256,8.46881103515625,117.429801940918,1.61337089538574,50.6603050231934,6.24839019775391,66.5172119140625,22.8873901367188,9923.8330078125,0.930299997329712,40,"51.9 - 55.8 mg/kg"
1066,4919.08117785793,"0","0","1",55.7167,14.1333,7.57916688919067,6.85833311080933,29.1843967437744,620.701416015625,21.1000003814697,-2.40000009536743,23.5,8.30000019073486,2.53333330154419,15.5666666030884,0.466666638851166,679,70,39,18.8856353759766,206,132,171,167,0.0725464448332787,1.44589996337891,8.96608638763428,11.8902826309204,10.5954008102417,10.9064235687256,8.46881103515625,117.429801940918,1.61337089538574,50.6603050231934,6.24839019775391,66.5172119140625,22.8873901367188,9923.8330078125,0.930299997329712,40,"51.9 - 55.8 mg/kg"
1158,4506.01752417,"0","0","1",56.7,16.5167,7.07083320617676,7.55833339691162,29.4098567962646,665.057983398438,21.6000003814697,-4.09999990463257,25.7000007629395,14.9166669845581,1.61666667461395,15.6999998092651,-0.516666650772095,521,56,31,20.1018886566162,162,98,151,119,0.0762634202837944,1.13322687149048,13.193338394165,12.9136266708374,13.5254383087158,13.739109992981,8.33399391174316,96.1581878662109,2.72223281860352,27.9009761810303,6.05023384094238,61.5674781799316,24.9070816040039,10130,0.701499998569489,29,"23.2 - 25.0 mg/kg"
1254,4675.51571326485,"0","0",".",59.4333,17.0167,6.27916669845581,7.52500009536743,26.9713268280029,740.207153320312,21.6000003814697,-6.30000019073486,27.9000015258789,15.8166666030884,-1.90000009536743,15.8166666030884,-2.38333344459534,529,65,23,29.9457912445068,179,85,179,98,NA,NA,0,18.4256248474121,12.7626934051514,22.34348487854,NA,158.15495300293,2.78044033050537,17.2387676239014,4.61421585083008,73.6655883789062,13.5717163085938,9761,0.691399991512299,NA,""
1257,5080.70184239081,"0","0","1",59.4333,17.0167,6.27916669845581,7.52500009536743,26.9713268280029,740.207153320312,21.6000003814697,-6.30000019073486,27.9000015258789,15.8166666030884,-1.90000009536743,15.8166666030884,-2.38333344459534,529,65,23,29.9457912445068,179,85,179,98,NA,NA,0,18.4256248474121,12.7626934051514,22.34348487854,NA,158.15495300293,2.78044033050537,17.2387676239014,4.61421585083008,73.6655883789062,13.5717163085938,9761,0.691399991512299,NA,""
1317,4563.51415797272,".",".",".",59.5667,16.8667,6.20833349227905,7.76666641235352,27.3474178314209,749.73583984375,21.7999992370605,-6.59999990463257,28.3999996185303,15.8666667938232,-2.09999990463257,15.8666667938232,-2.58333325386047,534,70,24,30.7763652801514,184,88,184,98,NA,NA,1.64496552944183,17.7133502960205,31.4881324768066,14.2113094329834,NA,188.914993286133,2.15732550621033,26.3159847259521,6.10019636154175,32.3673400878906,36.1445274353027,9693.6669921875,0.707899987697601,NA,""
1552,5342.17037325732,"0",".","1",63.0833,18.3667,3.03333330154419,7.93333339691162,26.6219234466553,788.613098144531,19.5,-10.3000001907349,29.7999992370605,3.18333339691162,1.66666662693024,13.3500003814697,-6.06666660308838,718,86,36,28.8222217559814,239,123,204,152,0.0875597149133682,1.04644465446472,0,12.6206951141357,7.19732618331909,26.012020111084,11.260347366333,150.366928100586,2.23928070068359,25.728889465332,4.54514312744141,67.7862396240234,25.0164337158203,8956.6669921875,1.14199995994568,32,"28.9 - 31.1 mg/kg"
1829,5137.81813391994,"0","0","1",42.051,-86.509,9.54583358764648,9.49166679382324,26.6619853973389,962.131774902344,27.7000007629395,-7.90000009536743,35.6000022888184,20.466667175293,-1.35000002384186,21.216667175293,-2.56666660308838,949,98,42,21.1473255157471,279,162,274,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13089.75,0.846000015735626,NA,""
1853,5464.00741018242,".","0","1",43.595,-86.2657,7.59583330154419,10.8083333969116,29.2117118835449,979.690246582031,27,-10,37,15.0500001907349,-3.85000014305115,19.3166656494141,-4.66666698455811,863,107,38,25.4392910003662,283,152,229,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12754.8330078125,0.842100024223328,NA,""
1872,5027.54028378312,"0","0","1",43.595,-86.2657,7.59583330154419,10.8083333969116,29.2117118835449,979.690246582031,27,-10,37,15.0500001907349,-3.85000014305115,19.3166656494141,-4.66666698455811,863,107,38,25.4392910003662,283,152,229,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12754.8330078125,0.842100024223328,NA,""
1890,5241.01967197374,"0","1","1",43.5139,-86.1859,7.84999990463257,11.0500001907349,30.0271739959717,965.646301269531,27.1000003814697,-9.69999980926514,36.7999992370605,15.0666666030884,-3.36666655540466,19.4333343505859,-4.23333311080933,848,105,37,25.2241058349609,275,151,223,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12811.6669921875,0.821200013160706,NA,""
1925,4780.95149573913,"0","0","1",43.5251,-86.1843,7.80000019073486,11.0833330154419,29.9549541473389,969.927368164062,27.2000007629395,-9.80000019073486,37,15.0500001907349,-3.46666669845581,19.4500007629395,-4.33333301544189,849,106,37,25.2773208618164,275,151,223,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12799.25,0.824500024318695,NA,""
1954,4458.02373090532,"0","0","1",43.5187,-86.1739,7.78749990463257,11.0916662216187,30.0587158203125,966.408813476562,27.1000003814697,-9.80000019073486,36.9000015258789,15,-3.43333315849304,19.3833332061768,-4.31666660308838,848,104,37,25.0409965515137,275,150,225,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12828.5,0.824899971485138,NA,""
2016,4002.81741703396,"0","1","1",43.5356,-86.1788,7.77916669845581,11.1083335876465,29.8611125946045,974.633850097656,27.2999992370605,-9.89999961853027,37.1999969482422,15.0500001907349,-3.53333330154419,19.4833335876465,-4.43333339691162,852,105,37,25.2234687805176,277,151,226,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12791.75,0.829699993133545,NA,""
2171,5238.50252974773,"0","0","0",42.148,-86.431,9.50833320617676,9.63333320617676,27.1361484527588,961.021789550781,27.7000007629395,-7.80000019073486,35.5,20.3833332061768,-1.36666667461395,21.1833343505859,-2.59999990463257,934,100,41,21.7087135314941,279,158,268,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13044.6669921875,0.82480001449585,NA,""
2202,4497.0515904225,"0","1","1",43.7623,-86.3929,7.74166679382324,10.216667175293,28.3796291351318,956.779235839844,26.6000003814697,-9.39999961853027,36,15.2833337783813,-3.54999995231628,19.216667175293,-4.11666679382324,846,103,37,26.0189075469971,281,146,229,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12802.9169921875,0.830600023269653,NA,""
2276,4783.60906897075,"0","0","1",43.665,-86.496,7.84166669845581,9.90000057220459,27.6536312103271,959.135131835938,26.6000003814697,-9.19999980926514,35.7999992370605,15.4333333969116,-3.41666674613953,19.3999996185303,-3.98333334922791,852,103,37,25.2720890045166,278,149,228,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12729.5830078125,0.830900013446808,NA,""
2278,5067.72587336177,"0","0","1",43.665,-86.496,7.84166669845581,9.90000057220459,27.6536312103271,959.135131835938,26.6000003814697,-9.19999980926514,35.7999992370605,15.4333333969116,-3.41666674613953,19.3999996185303,-3.98333334922791,852,103,37,25.2720890045166,278,149,228,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12729.5830078125,0.830900013446808,NA,""
2317,4259.38973079205,"0","0",".",42.03,-86.514,9.60000038146973,9.61666679382324,26.7873725891113,965.683898925781,27.8999996185303,-8,35.9000015258789,20.5166664123535,-1.29999995231628,21.3166656494141,-2.58333325386047,952,99,42,21.2139053344727,280,163,275,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13062.8330078125,0.842000007629395,NA,""
4779,4412.41994454494,"0","0",".",50.4,-4.9,10.3916664123535,5.75,36.8589744567871,371.188720703125,19,3.40000009536743,15.6000003814697,7.23333311080933,13.5,15.1666660308838,6.33333301544189,1056,123,60,27.8415985107422,366,188,222,289,0.096738800406456,1.04292619228363,7.4797477722168,14.9848413467407,21.6012668609619,14.1437406539917,11.5532875061035,193.933990478516,2.76147866249084,45.4502334594727,5.61194849014282,39.5508346557617,38.847900390625,10587.8330078125,1.33949995040894,36,"38.7 - 41.7 mg/kg"
4807,5507.20133992818,"0","0","1",50.4,-4.9,10.3916664123535,5.75,36.8589744567871,371.188720703125,19,3.40000009536743,15.6000003814697,7.23333311080933,13.5,15.1666660308838,6.33333301544189,1056,123,60,27.8415985107422,366,188,222,289,0.096738800406456,1.04292619228363,7.4797477722168,14.9848413467407,21.6012668609619,14.1437406539917,11.5532875061035,193.933990478516,2.76147866249084,45.4502334594727,5.61194849014282,39.5508346557617,38.847900390625,10587.8330078125,1.33949995040894,36,"38.7 - 41.7 mg/kg"
4884,5304.42547332064,"0","0","1",50.3,-4.9,10.7708330154419,5.82500028610229,37.8246726989746,363.9833984375,19.2000007629395,3.79999995231628,15.4000005722046,7.69999980926514,13.8166666030884,15.4499998092651,6.76666641235352,991,119,56,28.4244384765625,346,176,203,273,0.0989462360739708,1.01089191436768,0.106538370251656,16.2950077056885,25.106388092041,11.424614906311,23.2696952819824,251.965530395508,2.08175182342529,63.0859756469727,6.23713827133179,34.6385192871094,40.2550926208496,10635.8330078125,1.26579999923706,37,"41.7 - 44.8 mg/kg"
4900,5286.40794527684,"0","0","1",50.3,-4.8,10.7833337783813,5.59999990463257,36.8421058654785,361.363159179688,19.1000003814697,3.90000009536743,15.2000007629395,7.76666641235352,13.8000001907349,15.4333333969116,6.81666660308838,975,121,57,29.4138355255127,345,177,193,264,0.0985031947493553,1.02657544612885,33.1759262084961,15.0716876983643,21.6883449554443,10.9543190002441,13.385594367981,170.066711425781,2.30349159240723,50.8363151550293,5.98215246200562,34.9935531616211,43.3180999755859,10688.8330078125,1.26760005950928,37,"41.7 - 44.8 mg/kg"
4958,3835.84328726784,"0","0","1",50.5,-4.5,9.65833377838135,6.15000009536743,37.5,383.013397216797,18.7000007629395,2.29999995231628,16.4000015258789,6.40000009536743,12.9500007629395,14.5500001907349,5.44999980926514,1152,139,67,28.2809925079346,403,208,234,366,0.105993129312992,0.963584721088409,11.4318361282349,11.1566963195801,26.7467098236084,9.80183506011963,24.7490005493164,204.885375976562,2.55812335014343,44.4625625610352,5.99843835830688,26.2087707519531,47.0445175170898,10566.8330078125,1.47979998588562,34,"33.5 - 36.0 mg/kg"
5104,4683.61554229591,"0","0","1",51.3,0.5,10.3291664123535,7.75833320617676,37.6618118286133,485.683502197266,22.2000007629395,1.60000002384186,20.6000003814697,5.69999980926514,6.55000019073486,16.5499992370605,4.80000019073486,613,65,38,18.8024291992188,191,124,138,164,0.0914997234940529,1.34329116344452,141.529769897461,24.2157421112061,27.5525894165039,11.1314678192139,18.419605255127,220.961822509766,2.32668948173523,39.2133674621582,7.60949182510376,38.6939926147461,33.75341796875,9928,0.767000019550323,34,"33.5 - 36.0 mg/kg"
5151,4137.36182454661,"0",".","1",52.2,-1.7,9.49583339691162,8.54166698455811,39.3625183105469,476.375793457031,22.1000003814697,0.400000005960464,21.7000007629395,4.98333311080933,5.78333330154419,15.6166667938232,4.05000019073486,621,59,41,11.8836183547974,172,132,160,158,0.117844216525555,1.35030293464661,11.6826133728027,11.9751501083374,25.8808250427246,11.9920663833618,16.7305469512939,231.845581054688,1.8334584236145,37.3591384887695,6.34275579452515,47.6146774291992,26.5045013427734,9706.0830078125,0.813099980354309,55,"155 - 167 mg/kg"
5165,4558.79895585167,"0","0","1",51.3,0.4,10.0749998092651,7.73333311080933,37.9084968566895,477.890716552734,21.7999992370605,1.39999997615814,20.3999996185303,5.53333330154419,6.33333349227905,16.1833324432373,4.63333320617676,635,68,41,19.0044784545898,200,132,140,174,0.101499110460281,1.35881888866425,70.5258636474609,25.2957878112793,24.2378520965576,10.3283405303955,13.0657005310059,261.971435546875,2.91869235038757,52.0334510803223,7.0192699432373,26.0390396118164,49.7231063842773,9942.75,0.810599982738495,34,"33.5 - 36.0 mg/kg"
5210,4465.9339592378,"0","0","1",51.2,0.3,10.1416664123535,7.75,37.9901962280273,473.203948974609,21.7999992370605,1.39999997615814,20.3999996185303,5.68333339691162,6.38333320617676,16.1666660308838,4.75,686,75,43,21.9900150299072,221,141,144,192,0.0995189025998116,1.15502381324768,23.5274810791016,20.0246410369873,27.303150177002,11.0457305908203,23.9709243774414,271.662658691406,2.48882007598877,54.3448944091797,6.88061141967773,34.5247421264648,38.1721076965332,9939.0830078125,0.876500010490417,34,"33.5 - 36.0 mg/kg"
5236,4586.63697062387,"0",".","1",51.2,0.4,10.1958332061768,7.90833330154419,38.2045097351074,477.957092285156,22.1000003814697,1.39999997615814,20.7000007629395,5.66666650772095,6.44999980926514,16.283332824707,4.71666669845581,669,73,42,21.6744003295898,215,138,141,186,0.0961631685495377,1.24372971057892,32.6071243286133,17.5660648345947,21.6047630310059,9.52398872375488,16.9950313568115,236.647171020508,1.80328869819641,44.5043869018555,6.90551280975342,34.8557815551758,43.5394554138184,9968.0830078125,0.862500011920929,34,"33.5 - 36.0 mg/kg"
5253,4432.03096058619,"0","0","1",51.1,0.6,9.89166641235352,7.36666631698608,36.8333320617676,475.613616943359,21.2999992370605,1.29999995231628,20,7.58333349227905,11.3166666030884,15.9166660308838,4.44999980926514,739,82,46,24.7771282196045,243,146,151,207,0.0971227437257767,1.06981539726257,0,16.9469146728516,19.838659286499,18.1104850769043,13.689751625061,214.755737304688,1.58737635612488,13.3299350738525,5.13781404495239,27.5862579345703,52.575080871582,10063,0.969099998474121,34,"33.5 - 36.0 mg/kg"
5276,5924.87374034347,"0","0","1",51.3,1.1,10.2833337783813,7.20000028610229,36.1809043884277,479.674774169922,21.6000003814697,1.70000004768372,19.8999996185303,11.0500001907349,6.48333311080933,16.3500003814697,4.84999990463257,597,66,35,20.3238945007324,189,119,135,148,0.0887960270047188,1.18093049526215,51.1062545776367,17.7488460540771,20.8799209594727,10.4569721221924,12.0662174224854,234.92204284668,1.94135630130768,50.4535903930664,7.28240585327148,43.6974220275879,35.4226531982422,10072.0830078125,0.75629997253418,39,"48.2 - 51.9 mg/kg"
